ID,Name,Dumpster,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered,plastic_dumping_score,drinking_smoking_score
mister,Mister Trash Wheel,379,December,2019,12/6/2019,2.72,15,3600,3200,7000,8,420,1200,9,45,-0.040915508631113005,-0.8587657615812702
mister,Mister Trash Wheel,380,December,2019,12/20/2019,2.78,15,2300,2400,8400,9,360,1700,12,46,-0.08313375329138495,-0.7854949119132352
mister,Mister Trash Wheel,381,January,2020,1/18/2020,2.75,15,3900,2100,12500,15,750,1100,16,46,0.02510750313017617,-0.42131596548184175
mister,Mister Trash Wheel,382,January,2020,1/18/2020,1.8,15,2900,1800,10400,8,850,1800,12,30,0.38246207087290324,-0.9597158168670786
mister,Mister Trash Wheel,383,January,2020,1/19/2020,2.9,15,1850,1100,9800,12,550,980,8,48,-0.2723318293235638,-0.5530694963753572
mister,Mister Trash Wheel,384,January,2020,1/27/2020,2.54,15,3400,2400,12000,21,1040,1450,6,42,0.28000919672263563,-0.09479506386422437
mister,Mister Trash Wheel,385,January,2020,1/27/2020,2.18,15,980,900,6500,4,720,840,14,36,-0.02401737973280912,-1.1313227706864646
mister,Mister Trash Wheel,386,January,2020,1/27/2020,3.24,15,750,640,5400,8,440,640,2,54,-0.4539272845644258,-0.7749037250931526
mister,Mister Trash Wheel,387,January,2020,1/27/2020,3.07,15,500,440,4200,4,500,560,6,51,-0.36017678938258657,-1.056434436208521
mister,Mister Trash Wheel,388,January,2020,1/30/2020,2.8,15,3200,2400,9600,14,980,1200,14,47,0.2970536763714036,-0.5517838275170085
mister,Mister Trash Wheel,389,January,2020,1/30/2020,2.8,15,3800,2700,9400,12,660,980,10,47,0.013115553084573899,-0.6136292930581109
mister,Mister Trash Wheel,390,February,2020,2/10/2020,1.9,15,1850,980,8000,2,880,1040,9,32,0.23669414992404986,-1.320441702347389
mister,Mister Trash Wheel,391,March,2020,3/2/2020,2.34,15,2800,2000,7200,18,420,800,16,39,-0.4521588995021777,-0.11884349028524788
mister,Mister Trash Wheel,392,March,2020,3/24/2020,2.15,15,980,900,5600,4,500,1000,7,36,-0.19674569296544772,-1.0912854784568509
mister,Mister Trash Wheel,393,March,2020,3/30/2020,3.86,15,3200,2700,11000,18,840,1040,11,64,0.07174295910532992,-0.23996981534234654
mister,Mister Trash Wheel,394,April,2020,4/11/2020,3.98,15,2800,2100,5900,13,1050,1640,6,66,0.45203047442081107,-0.655230542070966
mister,Mister Trash Wheel,395,April,2020,4/14/2020,4.619999999999999,15,2640,1880,6800,20,860,1200,14,77,0.01008822663612956,-0.09863744020999429
mister,Mister Trash Wheel,396,April,2020,4/14/2020,3.36,15,1200,840,2000,0,460,800,8,56,-0.209372759312482,-1.3479834972783815
mister,Mister Trash Wheel,397,April,2020,4/14/2020,2.9099999999999997,15,510,490,1800,4,140,380,4,49,-0.7430129206620011,-0.9671685553415685
mister,Mister Trash Wheel,398,April,2020,4/15/2020,3.5,15,660,360,1700,7,100,340,4,58,-0.8574738833161508,-0.7462478623314432
mister,Mister Trash Wheel,399,April,2020,4/15/2020,3.13,15,480,290,1100,9,80,290,2,52,-0.93924744512602,-0.5987209751558985
mister,Mister Trash Wheel,400,April,2020,4/23/2020,3.06,15,2900,2200,5500,11,400,1600,14,51,-0.11476912856327823,-0.6486726928630934
mister,Mister Trash Wheel,401,April,2020,4/25/2020,3.17,15,2300,1200,4200,22,480,980,19,53,-0.5063366716952852,0.15052169658965336
mister,Mister Trash Wheel,402,May,2020,5/2/2020,4.22,15,1980,1480,4900,12,600,680,16,70,-0.26008329812594383,-0.555774470159062
mister,Mister Trash Wheel,403,May,2020,5/2/2020,3.68,15,1040,880,5200,20,550,1040,22,61,-0.43672499584839597,0.002733460602866498
mister,Mister Trash Wheel,404,May,2020,5/2/2020,4,15,900,600,3400,4,380,450,12,67,-0.47449010524842167,-1.0278046089846926
mister,Mister Trash Wheel,405,June,2020,6/6/2020,3.98,15,3400,2400,4000,8,280,1100,24,66,-0.26174072960682865,-0.8068221846575602
mister,Mister Trash Wheel,406,June,2020,6/6/2020,2.55,15,1800,850,4200,22,440,760,12,43,-0.6466735824659121,0.18012963892088077
mister,Mister Trash Wheel,407,June,2020,6/19/2020,0.7799999999999999,15,3000,2700,5800,12,300,900,10,13,-0.36325674306291533,-0.5270741678292687
mister,Mister Trash Wheel,408,June,2020,6/22/2020,3.04,15,2800,1400,6000,18,560,1010,10,51,-0.3254410740342976,-0.15066898505717438
mister,Mister Trash Wheel,409,June,2020,6/22/2020,3,15,950,750,3400,24,240,770,1,50,-0.9061176721815296,0.3670206494373185
mister,Mister Trash Wheel,410,June,2020,6/24/2020,3.79,15,3800,2100,4300,13,450,960,14,63,-0.2607437234552317,-0.48586226554402223
mister,Mister Trash Wheel,411,June,2020,6/24/2020,3.84,15,800,880,2100,4,140,540,0,64,-0.665228042707919,-0.9843535479948438
mister,Mister Trash Wheel,412,June,2020,6/24/2020,3.96,15,760,980,1800,2,80,280,4,66,-0.7379601866158558,-1.0965752398647388
mister,Mister Trash Wheel,413,June,2020,6/24/2020,3.29,15,540,320,1400,8,100,180,0,55,-0.9267989728914741,-0.6668197919728345
mister,Mister Trash Wheel,414,June,2020,6/24/2020,3.3499999999999996,15,340,290,2100,2,74,310,2,56,-0.8070548419800553,-1.0825384661030004
mister,Mister Trash Wheel,415,June,2020,6/25/2020,3.44,15,600,340,1200,6,120,290,3,57,-0.8359630896087284,-0.8166167124072098
mister,Mister Trash Wheel,416,June,2020,6/25/2020,3.78,15,480,340,1300,14,200,340,6,63,-0.9021718071651674,-0.2832273313257754
mister,Mister Trash Wheel,417,July,2020,7/2/2020,2.9299999999999997,15,2100,1200,5100,15,680,1020,11,49,-0.18275163263452923,-0.38012246041918996
mister,Mister Trash Wheel,418,July,2020,7/8/2020,3.34,15,1840,1440,4200,19,500,850,15,56,-0.45360723280178095,-0.057460269734806904
mister,Mister Trash Wheel,419,July,2020,7/13/2020,2.14,15,1100,980,3200,12,400,640,12,36,-0.524205393889909,-0.49707842685623477
mister,Mister Trash Wheel,420,July,2020,7/24/2020,3.1,15,2650,1300,4900,18,690,900,8,52,-0.24471335074667483,-0.17127624828396792
mister,Mister Trash Wheel,421,July,2020,7/24/2020,3.05,15,1900,990,3750,14,500,750,19,51,-0.41810246433392867,-0.3896573571507563
mister,Mister Trash Wheel,422,July,2020,7/27/2020,3.11,15,900,660,3050,8,350,360,12,52,-0.5976869697804472,-0.7402994725591091
mister,Mister Trash Wheel,423,July,2020,7/27/2020,3.32,15,1880,950,3900,10,380,480,10,55,-0.5340021521668593,-0.6234220402245405
mister,Mister Trash Wheel,424,August,2020,8/3/2020,2.92,15,1240,880,3100,14,300,400,24,49,-0.7143472441255738,-0.32141687775546096
mister,Mister Trash Wheel,425,August,2020,8/11/2020,2.98,15,3000,2250,5000,20,800,1100,16,50,-0.030885536392674443,-0.08794810063544602
mister,Mister Trash Wheel,426,August,2020,8/11/2020,1.89,15,2300,900,4750,20,660,740,9,32,-0.3939032771888323,-0.00850156747999776
mister,Mister Trash Wheel,427,August,2020,8/18/2020,2.7,15,1400,840,3200,12,350,760,10,45,-0.5490382762439939,-0.4908481321712491
mister,Mister Trash Wheel,428,August,2020,8/26/2020,1.41,15,2050,1250,4400,16,280,680,16,24,-0.6581424727623487,-0.20331340790881697
mister,Mister Trash Wheel,429,September,2020,9/4/2020,3.52,15,3250,1500,4000,14,820,800,12,59,-0.03784366183224439,-0.4772324491615753
mister,Mister Trash Wheel,430,September,2020,9/4/2020,3.3899999999999997,15,2100,1420,3200,10,680,650,20,57,-0.1538761445448317,-0.7099339481741092
mister,Mister Trash Wheel,431,September,2020,9/12/2020,2.36,15,2450,1640,4500,18,500,640,18,39,-0.4554474965657715,-0.12028212977881494
mister,Mister Trash Wheel,432,October,2020,10/1/2020,3.19,15,4050,2500,6400,21,480,1050,21,53,-0.31720478802112734,0.04802501315954994
mister,Mister Trash Wheel,433,October,2020,10/30/2020,3.02,15,3800,2200,5200,18,750,900,24,50,-0.07236886950283061,-0.20527671020933408
mister,Mister Trash Wheel,434,October,2020,10/30/2020,2.98,15,3000,1850,3000,12,680,880,14,50,-0.08325088681327883,-0.5951378704531851
mister,Mister Trash Wheel,435,October,2020,10/31/2020,3.3899999999999997,15,2200,1200,3200,12,300,480,8,57,-0.6214384793306297,-0.47283425151989467
mister,Mister Trash Wheel,436,November,2020,11/13/2020,4.29,15,3500,2500,4900,20,480,720,11,72,-0.40134625756405135,-9.988897849392618e-4
mister,Mister Trash Wheel,437,November,2020,11/13/2020,3.62,15,1800,1000,3300,8,280,640,8,60,-0.5478870855547693,-0.7494104663846594
mister,Mister Trash Wheel,438,November,2020,11/13/2020,2.4499999999999997,15,1250,900,2200,10,300,480,9,41,-0.6275010504810985,-0.6031171922339401
mister,Mister Trash Wheel,439,December,2020,12/1/2020,2.92,15,2200,980,5600,21,500,840,14,49,-0.5290090879512765,0.08957152361045725
mister,Mister Trash Wheel,440,December,2020,12/1/2020,3.07,15,1640,800,4100,10,280,480,21,51,-0.6370707742387902,-0.5977525509925289
mister,Mister Trash Wheel,441,December,2020,12/1/2020,2.42,15,1080,750,3800,14,360,380,18,40,-0.6823285871746901,-0.3305262721799878
mister,Mister Trash Wheel,442,December,2020,12/3/2020,3.11,15,1790,1040,4900,19,480,540,12,52,-0.5901040128523887,-0.027471386403111628
mister,Mister Trash Wheel,443,December,2020,12/3/2020,2.92,15,2080,1100,5200,24,280,640,16,49,-0.8353146512166416,0.35566211396679004
mister,Mister Trash Wheel,444,December,2020,12/9/2020,1.94,15,1600,880,3800,24,360,480,21,32,-0.8258183299160476,0.3520713209331253
mister,Mister Trash Wheel,445,December,2020,12/18/2020,3.02,15,2200,1080,4050,12,400,400,10,50,-0.556282261396638,-0.4882385356987295
mister,Mister Trash Wheel,446,December,2020,12/26/2020,2.79,15,2000,980,3600,15,280,640,14,47,-0.675872615786966,-0.26507819734955773
mister,Mister Trash Wheel,447,December,2020,12/26/2020,2.01,15,1200,780,3200,20,500,360,20,34,-0.6648603316041789,0.05365442143564328
mister,Mister Trash Wheel,448,December,2020,12/26/2020,3.3499999999999996,15,980,600,2800,21,280,480,8,56,-0.8913638269760101,0.16940654025598192
mister,Mister Trash Wheel,449,December,2020,12/26/2020,3.34,15,800,640,2700,12,380,450,28,56,-0.6143238730017722,-0.4749193243871413
mister,Mister Trash Wheel,450,December,2020,12/26/2020,3.08,15,1200,720,4200,18,270,720,0,51,-0.7730521456231101,-0.05216231324906634
mister,Mister Trash Wheel,451,December,2020,12/30/2020,2.73,15,1800,780,4200,14,270,280,14,46,-0.7790549942317426,-0.30717988112765354
mister,Mister Trash Wheel,452,December,2020,12/30/2020,2.12,15,1440,600,3600,21,420,360,15,35,-0.7749004590085324,0.14367088459438707
mister,Mister Trash Wheel,453,January,2021,1/4/2021,2.8099999999999996,15,1600,840,3400,24,320,540,12,47,-0.8594013524784807,0.3584725053002355
mister,Mister Trash Wheel,454,February,2021,2/17/21,2.4299999999999997,15,2400,1100,4400,9,980,1050,10,47,0.21943186068990378,-0.8631867447923148
mister,Mister Trash Wheel,455,March,2021,3/3/21,2.69,15,1900,860,3800,14,1000,750,18,45,0.04076963656314117,-0.4988020884277962
mister,Mister Trash Wheel,456,March,2021,3/23/21,1.83,15,2100,900,4200,16,680,800,12,31,-0.2841249826373494,-0.2928665811866457
mister,Mister Trash Wheel,457,March,2021,3/25/21,3.14,15,1200,500,3300,8,580,720,8,52,-0.3009358675971882,-0.8097491168603708
mister,Mister Trash Wheel,458,March,2021,3/25/21,2.72,15,720,280,2800,20,320,420,14,45,-0.878141735078165,0.10135353164935565
mister,Mister Trash Wheel,459,March,2021,3/25/21,3.34,15,800,240,2700,4,180,380,6,56,-0.7199211290800782,-0.9720338878632708
mister,Mister Trash Wheel,460,March,2021,3/27/21,3.64,15,2200,750,3000,24,540,740,14,61,-0.5959142570185705,0.29794355711662757
mister,Mister Trash Wheel,461,March,2021,3/27/21,2.9499999999999997,15,1600,880,4200,12,480,890,20,49,-0.3773780711673741,-0.5286030089883165
mister,Mister Trash Wheel,462,March,2021,3/27/21,2.34,15,1000,280,2400,0,400,960,12,39,-0.2754318381052996,-1.3324537193583927
mister,Mister Trash Wheel,463,March,2021,3/31/21,2.55,15,3000,720,3600,21,720,1200,21,43,-0.23235273858789524,0.02228663936103371
mister,Mister Trash Wheel,464,April,2021,4/13/21,3.5,15,2700,1400,4400,12,810,1050,14,58,0.03710645493926082,-0.6241774229862089
mister,Mister Trash Wheel,465,May,2021,5/6/21,5.03,15,2300,840,5000,28,640,980,18,84,-0.5039842549853923,0.5371534705416332
mister,Mister Trash Wheel,466,May,2021,5/6/21,3.9,15,1900,560,3900,14,590,1010,26,65,-0.2994817574476977,-0.4164281367841476
mister,Mister Trash Wheel,467,May,2021,5/28/21,3.66,15,5800,600,5400,20,700,880,30,61,-0.261222427791783,-0.029679095712430197
mister,Mister Trash Wheel,468,May,2021,5/28/21,3.69,15,1800,440,3400,22,540,980,14,62,-0.5314682639705463,0.15295701042831455
mister,Mister Trash Wheel,469,June,2021,6/1/21,3.77,15,2200,480,4000,12,400,600,18,49,-0.5520801251060835,-0.48832182898494486
mister,Mister Trash Wheel,470,June,2021,6/1/21,4.2700000000000005,15,3400,360,5400,28,720,1000,20,71,-0.4428644324987194,0.5242738360692362
mister,Mister Trash Wheel,471,June,2021,6/4/21,3.03,15,4400,480,4800,34,720,980,22,51,-0.5321527544040856,0.9355603070992805
mister,Mister Trash Wheel,472,June,2021,6/11/21,3.83,15,3400,660,6000,22,560,800,21,64,-0.500996170283251,0.15036318572252838
mister,Mister Trash Wheel,473,June,2021,6/11/21,3.3,15,2500,360,4400,18,320,720,12,55,-0.7224854945611184,-0.060279049899361746
mister,Mister Trash Wheel,474,June,2021,6/11/21,3.9,15,1600,290,2800,16,300,540,14,65,-0.7711311733007554,-0.18052137282291614
mister,Mister Trash Wheel,475,June,2021,6/12/21,2.78,15,1200,250,2700,10,320,360,8,46,-0.6985752538078591,-0.5881504669858466
mister,Mister Trash Wheel,476,June,2021,6/12/21,2.67,15,1040,200,2700,12,480,320,10,45,-0.6024884806059131,-0.4818015389567485
mister,Mister Trash Wheel,477,June,2021,6/15/21,3.58,15,4400,640,5000,30,600,1080,28,60,-0.5233036872856122,0.6766484436622192
mister,Mister Trash Wheel,478,July,2021,7/2/21,4.5,15,4800,720,6200,32,810,1200,30,75,-0.3165343018851562,0.7589206537736671
mister,Mister Trash Wheel,479,July,2021,7/2/21,3.91,15,1800,180,2900,21,300,600,12,65,-0.8599257757658685,0.16379581290878098
mister,Mister Trash Wheel,480,July,2021,7/14/21,1.32,15,3600,640,4800,16,440,840,18,22,-0.48876700616254626,-0.24077245121269814
mister,Mister Trash Wheel,481,August,2021,8/3/21,2.3099999999999996,15,3000,340,4800,24,320,480,18,39,-0.886318701536367,0.3676301373800065
mister,Mister Trash Wheel,482,August,2021,8/12/21,3.66,15,4200,540,5400,28,680,1100,28,61,-0.41686174264083425,0.521725384312157
mister,Mister Trash Wheel,483,August,2021,8/12/21,2.07,15,1400,120,2400,12,180,940,8,35,-0.7293353393998483,-0.4494758245899357
mister,Mister Trash Wheel,484,August,2021,8/16/21,3.8,15,2800,340,3400,16,290,800,12,63,-0.6880039846531998,-0.1971848581297503
mister,Mister Trash Wheel,485,August,2021,8/16/21,3.97,15,1800,140,2400,10,200,540,12,66,-0.7607018630278306,-0.571265036501346
mister,Mister Trash Wheel,486,August,2021,8/20/21,5.2,15,3400,660,4200,24,480,960,24,87,-0.5723774168131,0.297243889150536
mister,Mister Trash Wheel,487,September,2021,9/1/2021,2,15,2600,420,5200,20,220,640,18,33,-0.8631993589703886,0.10363273646493082
mister,Mister Trash Wheel,488,September,2021,9/2/2021,1.66,15,3300,510,4900,22,340,1010,14,28,-0.6763455251952126,0.19066570701301416
mister,Mister Trash Wheel,489,September,2021,9/2/2021,2.18,15,4100,680,5400,12,280,940,20,36,-0.5217060338918714,-0.48970890791163413
mister,Mister Trash Wheel,490,September,2021,9/3/2021,4.01,15,1800,350,3800,18,180,690,10,67,-0.8784724169745532,-0.025241583336925413
mister,Mister Trash Wheel,491,September,2021,9/15/2021,2.9,15,3500,480,4900,24,200,1050,28,48,-0.823876344482805,0.35784872506434184
mister,Mister Trash Wheel,492,September,2021,9/24/2021,4.119999999999999,15,2900,500,3300,30,340,890,14,69,-0.8705671333252823,0.7523122240901572
mister,Mister Trash Wheel,493,September,2021,9/24/2021,4,15,850,100,1800,2,100,440,2,67,-0.7564860218492021,-1.09356499024337
mister,Mister Trash Wheel,494,September,2021,9/24/2021,2.92,15,680,180,2000,8,75,360,14,49,-0.9024667784943184,-0.66934924555409
mister,Mister Trash Wheel,495,October,2021,10/26/2021,3.38,15,3100,380,4500,18,180,980,22,56,-0.7664586426423248,-0.045996109614915855
mister,Mister Trash Wheel,496,October,2021,10/26/2021,3.81,15,1750,400,4800,30,220,740,12,64,-1.0543765906771647,0.7930004992073466
mister,Mister Trash Wheel,497,October,2021,10/26/2021,2.61,15,980,120,2800,16,140,1000,20,44,-0.8271439575140316,-0.16605382411001335
mister,Mister Trash Wheel,498,November,2021,11/1/2021,3.02,15,2800,400,5500,24,240,880,32,50,-0.8467030168449925,0.3620485710785966
mister,Mister Trash Wheel,499,November,2021,11/1/2021,2.54,15,1200,320,3000,12,150,400,2,42,-0.8859163387259552,-0.41517542803301805
mister,Mister Trash Wheel,500,November,2021,11/1/2021,3.09,15,840,240,1400,4,80,280,6,52,-0.8392227790489978,-0.9443543710884066
mister,Mister Trash Wheel,501,November,2021,11/1/2021,3.73,15,1040,250,2200,11,100,320,18,62,-0.9303844163956511,-0.4673653623076313
mister,Mister Trash Wheel,502,November,2021,11/1/2021,3.89,15,500,75,1500,10,110,460,4,65,-0.9039666124737709,-0.5417740794895143
mister,Mister Trash Wheel,503,November,2021,11/2/2021,3.9,15,800,100,1800,6,75,380,8,65,-0.8685579173364965,-0.8076575319288979
mister,Mister Trash Wheel,504,November,2021,11/2/2021,3.72,15,640,140,2000,12,100,500,2,62,-0.9348391676120914,-0.40486593910316826
mister,Mister Trash Wheel,505,November,2021,11/2/2021,2.66,15,900,150,1000,4,50,250,1,44,-0.8862245608965172,-0.9343722056001715
mister,Mister Trash Wheel,506,November,2021,11/3/2021,3.55,15,660,95,2800,24,100,375,20,59,-1.1868096667525316,0.43350531675914206
mister,Mister Trash Wheel,507,November,2021,11/3/2021,2.8,15,750,150,1400,15,190,550,16,47,-0.8807590470153085,-0.22099487275729843
mister,Mister Trash Wheel,508,November,2021,11/13/2021,3.22,15,3800,450,4800,32,175,640,28,54,-1.1030726121358212,0.9402178438633342
mister,Mister Trash Wheel,509,December,2021,12/7/2021,1.9,15,2900,290,4200,20,200,840,32,32,-0.8255417015915969,0.09795484971550442
mister,Mister Trash Wheel,510,December,2021,12/31/2021,1.83,15,1800,320,3900,28,180,800,12,31,-1.0445917845758488,0.6613155706208979
mister,Mister Trash Wheel,511,January,2022,1/5/2022,2.2,15,2700,220,5100,34,200,610,15,37,-1.1783934959044402,1.082526567714566
mister,Mister Trash Wheel,512,January,2022,1/18/2022,2.99,15,4200,520,4000,40,480,500,20,50,-0.9985871540382742,1.431438519306919
mister,Mister Trash Wheel,513,January,2022,1/18/2022,3.12,15,3000,325,3300,11,190,900,30,52,-0.6427606987417601,-0.52729430543839
mister,Mister Trash Wheel,514,January,2022,1/19/2022,2.86,15,1200,80,2200,10,140,400,12,48,-0.8699787943961484,-0.5471485621154455
mister,Mister Trash Wheel,515,January,2022,1/19/2022,2.72,15,600,70,1000,13,24,180,4,45,-1.112828744491247,-0.2992722013478142
mister,Mister Trash Wheel,517,March,2022,3/11/2022,2.15,15,4400,210,5200,30,140,500,28,36,-1.1425225129268797,0.820500358161898
mister,Mister Trash Wheel,516,February,2022,2/21/2022,2.71,15,3100,220,4400,28,110,650,36,45,-1.1121284945303076,0.6833653143509584
mister,Mister Trash Wheel,518,March,2022,3/25/2022,4.659999999999999,15,2800,140,3300,18,80,550,36,78,-0.9860183399598756,0.0056640391875157434
mister,Mister Trash Wheel,519,March,2022,3/25/2022,2.3499999999999996,15,1100,100,3000,24,100,600,12,39,-1.1271117990621864,0.4196131153442285
mister,Mister Trash Wheel,520,April,2022,4/2/2022,2.75,15,3400,240,4800,34,81,800,18,46,-1.2243614600784827,1.0958869049044513
mister,Mister Trash Wheel,521,April,2022,4/7/2022,2.59,15,2800,200,5000,10,120,540,21,43,-0.8029640042926854,-0.5570689705218691
mister,Mister Trash Wheel,522,April,2022,4/7/2022,3.7,15,800,64,1200,6,50,350,2,62,-0.9081138914076798,-0.7996673000928909
mister,Mister Trash Wheel,523,April,2022,4/7/2022,2.61,15,1800,110,2300,20,120,460,14,44,-1.0506134494760686,0.143903932313796
mister,Mister Trash Wheel,524,April,2022,4/8/2022,3.97,15,540,50,900,4,64,240,0,66,-0.8923521165245553,-0.9340238128900167
mister,Mister Trash Wheel,525,April,2022,4/29/2022,4.51,15,3300,300,4200,34,140,640,20,75,-1.2046042918240807,1.0907872664942075
mister,Mister Trash Wheel,526,May,2022,5/11/2022,2.8299999999999996,15,2800,220,3600,22,180,780,30,47,-0.9082960159382647,0.24582719846982806
mister,Mister Trash Wheel,527,May,2022,5/11/2022,4.14,15,900,48,1200,8,80,580,8,69,-0.8544428719228357,-0.6810574709864713
mister,Mister Trash Wheel,528,May,2022,5/17/2022,3.21,15,2100,110,5000,24,140,900,28,54,-0.9787754921810533,0.39070720828383676
mister,Mister Trash Wheel,529,May,2022,5/24/2022,3.83,15,3200,200,6200,40,120,1000,40,64,-1.241373644396323,1.4922934767219198
mister,Mister Trash Wheel,530,May,2022,5/31/2022,3.97,15,1440,75,3600,22,80,440,14,66,-1.141771330764972,0.29429972487265954
mister,Mister Trash Wheel,531,May,2022,5/31/2022,4.02,15,800,50,1800,10,64,320,6,67,-0.9775414936949866,-0.5239047896119658
mister,Mister Trash Wheel,532,May,2022,5/31/2022,3.76,15,540,110,1100,4,50,450,12,63,-0.8367721672387142,-0.9441598813452902
mister,Mister Trash Wheel,533,June,2022,6/1/2022,3.18,15,2900,420,3800,12,240,1100,9,53,-0.5748681275899721,-0.4816189734280721
mister,Mister Trash Wheel,534,June,2022,6/10/2022,4.02,15,2000,340,2900,8,320,880,20,67,-0.49401929261572186,-0.7602434153660663
mister,Mister Trash Wheel,535,June,2022,6/10/2022,3.36,15,960,120,1500,14,96,640,10,56,-0.9306562258124467,-0.274212933110335
mister,Mister Trash Wheel,536,June,2022,6/11/2022,1.64,10,3200,290,4200,9,380,1000,6,27,-0.41847765382667723,-0.713112579460066
mister,Mister Trash Wheel,537,June,2022,6/11/2022,3.76,15,1250,100,2100,24,200,960,18,63,-0.9336489068112314,0.3761743945693991
mister,Mister Trash Wheel,538,June,2022,6/29/2022,1.97,15,2900,360,3200,12,400,840,14,33,-0.49157580795761524,-0.501648081863979
mister,Mister Trash Wheel,539,June,2022,6/29/2022,3.96,15,2100,240,4800,20,360,1200,21,66,-0.6121886957175962,0.04528763855668918
mister,Mister Trash Wheel,540,July,2022,7/5/2022,3.77,15,3600,320,5000,12,330,1400,18,63,-0.40109768095606213,-0.5187553165484444
mister,Mister Trash Wheel,541,July,2022,7/5/2022,3.25,15,1400,120,3600,22,280,980,30,54,-0.7994096153512561,0.21793835818053858
mister,Mister Trash Wheel,542,July,2022,7/15/2022,2.75,15,3900,200,4200,21,210,1200,18,46,-0.743929597094539,0.14373626352189717
mister,Mister Trash Wheel,543,July,2022,7/18/2022,2.7,15,3000,240,4400,24,270,1100,12,45,-0.7897097588454947,0.34557337978034797
mister,Mister Trash Wheel,544,July,2022,7/18/2022,3.3899999999999997,15,1800,96,2800,4,120,980,10,57,-0.6137398323431067,-0.9927738579639409
mister,Mister Trash Wheel,545,July,2022,7/21/2022,2.82,15,2700,180,3800,10,200,860,21,47,-0.6502602182889602,-0.5926285184221362
mister,Mister Trash Wheel,546,July,2022,7/27/2022,2.03,15,2400,120,4400,28,360,1500,24,34,-0.6928053653272149,0.5833945093134886
mister,Mister Trash Wheel,547,July,2022,7/29/2022,1.6900000000000002,13,2900,210,4900,16,290,900,12,28,-0.6717014717698837,-0.20041342855870764
mister,Mister Trash Wheel,548,August,2022,8/9/2022,2.84,15,1400,280,3500,12,140,750,20,47,-0.7908554001593243,-0.43286711974101294
mister,Mister Trash Wheel,549,August,2022,8/19/2022,2.25,15,3900,340,5500,20,200,1100,30,38,-0.7366835536465894,0.07972818482388404
mister,Mister Trash Wheel,550,September,2022,9/9/2022,3.09,15,4200,390,4800,10,180,960,21,52,-0.5954015411680686,-0.6018346961453597
mister,Mister Trash Wheel,551,September,2022,9/13/2022,3.67,15,2800,120,4200,12,150,1000,36,61,-0.6911964825667765,-0.45032151577438034
mister,Mister Trash Wheel,552,September,2022,9/14/2022,3.64,15,1900,200,6300,8,80,1260,14,61,-0.6418780403777029,-0.7245921960877609
mister,Mister Trash Wheel,553,September,2022,9/14/2022,3.78,15,960,75,2900,11,100,660,8,63,-0.8690902173208462,-0.4827893893441099
mister,Mister Trash Wheel,554,September,2022,9/14/2022,3.69,15,640,50,1800,24,140,500,6,62,-1.133629197758564,0.41850519412815657
mister,Mister Trash Wheel,555,September,2022,9/15/2022,3.88,15,750,84,2200,9,72,480,18,65,-0.8978592307150615,-0.6046745059226503
mister,Mister Trash Wheel,556,September,2022,9/15/2022,4.18,15,500,48,1800,10,84,360,5,70,-0.9553861341969931,-0.5297502895546082
mister,Mister Trash Wheel,557,October,2022,10/7/2022,2.73,14,3500,280,4900,21,210,1000,21,46,-0.7928109803420571,0.15472590990537013
mister,Mister Trash Wheel,558,October,2022,10/7/2022,4.39,15,2900,320,5500,36,180,1360,18,73,-1.029674672716731,1.1804334859204944
mister,Mister Trash Wheel,559,November,2022,11/10/2022,2.03,15,2100,100,4900,42,150,1600,30,34,-1.138168919034617,1.5949404758381611
mister,Mister Trash Wheel,560,November,2022,11/14/2022,3.12,15,3200,280,5400,24,200,1200,32,52,-0.8058735682265508,0.35398342136618977
mister,Mister Trash Wheel,561,November,2022,11/22/2022,2.27,15,1800,150,2900,12,160,980,21,38,-0.7165834803380636,-0.44913479604963674
mister,Mister Trash Wheel,562,December,2022,12/9/2022,2.54,15,1500,84,3900,36,190,1400,40,42,-1.040619292371824,1.1836148450069457
mister,Mister Trash Wheel,563,December,2022,12/17/2022,3.27,15,2100,120,4200,18,220,1600,21,55,-0.6145983469081912,-0.08240930459515665
mister,Mister Trash Wheel,564,December,2022,12/17/2022,2.79,15,1000,48,2100,8,64,900,14,47,-0.7809086915061343,-0.695889646511376
mister,Mister Trash Wheel,565,December,2022,12/21/2022,3.15,15,2900,320,4800,21,180,1900,36,53,-0.5878853147695241,0.11094867408069298
mister,Mister Trash Wheel,566,December,2022,12/28/2022,3.02,15,1600,100,3600,24,200,2000,27,50,-0.6543184327035135,0.31626183550674924
mister,Mister Trash Wheel,567,December,2022,12/29/2022,3.36,15,2100,120,1800,21,110,1600,14,56,-0.7827535477304937,0.14957241581031944
mister,Mister Trash Wheel,568,January,2023,1/27/2023,3.23,15,1700,210,2900,15,180,1500,10,54,-0.6291473127592586,-0.27607990123741666
mister,Mister Trash Wheel,569,February,2023,2/20/2023,3.03,15,2400,300,3300,21,210,1100,21,51,-0.7875775953995996,0.15145985592743752
mister,Mister Trash Wheel,570,February,2023,2/20/2023,3.53,15,3600,280,4200,24,240,2200,30,59,-0.5080002497283451,0.2870432327113889
mister,Mister Trash Wheel,571,March,2023,3/6/2023,3.14,15,2700,180,3200,18,270,1700,20,52,-0.5261186479564133,-0.10220049246728802
